,Name,Location,Price,Kms_driven,Fuel_type,Year,Company
685,Honda City 1.5,Kolkata,990888,700, Petrol ,2020,Honda
686,Mahindra Jeep CL,Ahmedabad,480000,25, Diesel,2020,Mahindra
687,Maruti Suzuki Gypsy,Hyderabad,500000,258, Petrol,2018,Maruti
688,Maruti Suzuki Swift,Chennai,390000,81152, Diesel,2011,Maruti
689,Toyota Fortuner 3.0,Chennai,1750000,155000, Diesel,2015,Toyota
690,Hyundai i20 Asta,Bangalore,399999,83803, Petrol ,2011,Hyundai
691,Hyundai Creta 1.6,Chennai,841499,75398, Petrol ,2017,Hyundai
692,Honda City ZX,Bangalore,1016899,42317, Petrol ,2017,Honda
693,Maruti Suzuki Swift,Bangalore,748599,60214, Diesel ,2018,Maruti
694,Maruti Suzuki Swift,Pune,622099,58861, Diesel ,2017,Maruti
695,Volkswagen Polo -,Pune,530699,27995, Petrol ,2016,Volkswagen
696,Maruti Suzuki Celerio,Bangalore,471899,61018, Petrol ,2017,Maruti
697,Maruti Suzuki Swift,Chennai,505399,67109, Petrol ,2015,Maruti
698,Maruti Suzuki Wagon,Chennai,460299,81811, Petrol ,2017,Maruti
699,Hyundai Verna 1.6,Pune,683999,27357, Petrol ,2017,Hyundai
700,Volkswagen Polo HIGHLINE1.2L,Bangalore,639699,53293, Petrol ,2018,Volkswagen
701,Maruti Suzuki Celerio,Bangalore,510499,45260, Petrol ,2017,Maruti
702,Hyundai Venue -,Pune,1185499,3139, Petrol ,2019,Hyundai
703,Maruti Suzuki Celerio,Bangalore,471899,44690, Petrol ,2017,Maruti
704,Hyundai Santro ASTA,Bangalore,579899,13858, Petrol ,2019,Hyundai
705,Maruti Suzuki Alto,Bangalore,333699,25256, Petrol ,2017,Maruti
706,Hyundai i20 Magna,Bangalore,385000,94000, Diesel,2012,Hyundai
707,Maruti Suzuki Ciaz,Delhi,590000,44100, Hybrid ,2016,Maruti
708,Honda Amaze 1.2,Kolkata,375888,47000, Petrol ,2016,Honda
709,Hyundai Santa Fe,Mumbai,775000,126000, Diesel,2012,Hyundai
710,Mahindra XUV 500,Kolkata,778888,46000, Diesel ,2015,Mahindra
711,Audi Q5 2.0,Mumbai,1850000,75000, Diesel,2014,Audi
712,Volvo XC60 D3,Mumbai,1750000,86000, Diesel ,2012,Volvo
713,Volkswagen Polo COMFORTLINE,Bangalore,582899,15227, Petrol ,2017,Volkswagen
714,Volkswagen Polo -,Chennai,414099,87375, Diesel ,2014,Volkswagen
715,Maruti Suzuki Eeco,Chennai,516599,7679, Petrol ,2020,Maruti
716,Maruti Suzuki Alto,Bangalore,366299,48378, Petrol ,2016,Maruti
717,Maruti Suzuki Wagon,Chennai,375899,54645, Petrol ,2014,Maruti
718,Maruti Suzuki Eeco,Chennai,493899,7211, Petrol ,2019,Maruti
719,Datsun Redi GO,Bangalore,311399,37217, Petrol ,2017,Datsun
720,Maruti Suzuki Eeco,Chennai,493899,32372, Petrol ,2019,Maruti
721,Maruti Suzuki Wagon,Chennai,501999,37947, Petrol ,2018,Maruti
722,Hyundai Grand i10,Pune,409399,51886, Petrol ,2014,Hyundai
723,Toyota Innova Crysta,Pune,1737899,43187, Diesel ,2018,Toyota
724,Hyundai i20 Active,Pune,583999,33616, Diesel ,2015,Hyundai
725,Volkswagen Vento -,Chennai,654299,91087, Diesel ,2015,Volkswagen
726,Ford Ecosport -,Bangalore,986699,26372, Petrol ,2018,Ford
727,Maruti Suzuki Celerio,Bangalore,414199,58762, Petrol ,2014,Maruti
728,Hyundai Elite i20,Chennai,588099,101920, Diesel ,2016,Hyundai
729,Maruti Suzuki Swift,Jaipur,490000,44000, Petrol,2014,Maruti
730,Mahindra Scorpio 2.6,Jaipur,225000,85000, Diesel,2007,Mahindra
731,Maruti Suzuki Vitara,Jaipur,775000,64000, Diesel,2017,Maruti
732,Kia Sonet -,Jaipur,1050000,13000, Diesel,2021,Kia
733,Honda Amaze 1.5,Jaipur,425000,76000, Diesel,2015,Honda
734,Maruti Suzuki Alto,Jaipur,275000,45000, Petrol,2015,Maruti
735,Tata Nexon XZ,Jaipur,875000,63088, Diesel,2019,Tata
736,Maruti Suzuki Alto,Chennai,250000,54123, Petrol,2013,Maruti
737,Hyundai i20 Active,Pune,567399,35140, Petrol ,2015,Hyundai
738,Maruti Suzuki Ciaz,Pune,805099,50842, Diesel ,2018,Maruti
739,Honda Amaze -,Pune,492199,43412, Petrol ,2015,Honda
740,Honda Jazz -,Pune,495799,46201, Petrol ,2016,Honda
741,Maruti Suzuki S,Bangalore,1113599,63626, Diesel ,2017,Maruti
742,Maruti Suzuki Alto,Chennai,299999,18251, Petrol ,2016,Maruti
743,Maruti Suzuki Baleno,Chennai,592099,41019, Petrol ,2016,Maruti
744,Renault Kwid RXT,Chennai,322299,46463, Petrol ,2015,Renault
745,Renault Kwid -,Bangalore,481999,20110, Petrol ,2017,Renault
746,Hyundai Grand i10,Pune,534599,17364, Petrol ,2016,Hyundai
747,MG Motors Hector,Bangalore,1681899,6760, Petrol ,2020,MG
748,Maruti Suzuki Celerio,Bangalore,429599,35109, Petrol ,2016,Maruti
749,Honda Amaze -,Chennai,723799,44266, Petrol ,2018,Honda
750,Volkswagen Polo -,Chennai,563299,39156, Petrol ,2017,Volkswagen
751,Maruti Suzuki Alto,Pune,214199,57993, Petrol ,2011,Maruti
752,Maruti Suzuki Alto,Bangalore,319399,51573, Petrol ,2015,Maruti
753,Fiat Punto Emotion,Pune,180000,88000, Petrol,2011,Fiat
754,Hyundai i20 Sportz,Pune,415000,67000, Petrol,2014,Hyundai
755,Maruti Suzuki Swift,Pune,350000,73000, Diesel,2011,Maruti
756,Hyundai Elite i20,Kolkata,430000,39000, Petrol,2015,Hyundai
757,Mahindra XUV 500,Thane,450000,87500, Diesel,2012,Mahindra
758,Honda Accord 2.4,Bhubaneswar,325000,86000, Petrol,2006,Honda
759,Hyundai Grand i10,Bangalore,565000,19900, Petrol,2017,Hyundai
760,Nissan Terrano XV,Madurai,880000,22000, Diesel,2013,Nissan
761,Maruti Suzuki Vitara,Bangalore,810399,78329, Diesel ,2016,Maruti
762,Maruti Suzuki Ertiga,Chennai,788999,61977, Diesel ,2016,Maruti
763,Mahindra KUV100 K6,Bangalore,508799,58640, Diesel ,2016,Mahindra
764,Renault Kwid -,Bangalore,457099,40650, Petrol ,2018,Renault
765,Volkswagen Polo -,Bangalore,612899,19121, Petrol ,2019,Volkswagen
766,Ford Ecosport -,Chennai,684099,85893, Diesel ,2016,Ford
767,Renault Triber -,Chennai,716699,9874, Petrol ,2019,Renault
768,Hyundai Grand i10,Bangalore,501599,25202, Petrol ,2016,Hyundai
769,Hyundai Grand i10,Chennai,509699,95999, Petrol ,2016,Hyundai
770,Maruti Suzuki Alto,Bangalore,337799,49074, Petrol ,2014,Maruti
771,Hyundai Verna 1.6,Pune,852399,52439, Petrol ,2017,Hyundai
772,Mahindra XUV 500,Bangalore,1784699,10813, Diesel ,2020,Mahindra
773,Hyundai Creta -,Chennai,778199,127971, Petrol ,2016,Hyundai
774,Maruti Suzuki Swift,Chennai,705099,114108, Diesel ,2018,Maruti
775,Hyundai Grand i10,Chennai,557599,52030, Diesel ,2017,Hyundai
776,Mahindra XUV 500,Pune,1518099,44721, Diesel ,2018,Mahindra
777,Mahindra Marazzo M6,Madurai,1190000,50000, Diesel,2018,Mahindra
778,Skoda Laura Ambition,Madurai,590000,95000, Diesel,2011,Skoda
779,Tata Harrier XZ,Madurai,1980000,17000, Diesel,2020,Tata
780,Mahindra XUV 500,Chennai,1350000,52500, Diesel,2018,Mahindra
781,BMW 5 Series,NaviMumbai,1059000,49000, Petrol ,2010,BMW
782,Maruti Suzuki Alto,Kolkata,185000,55000, Petrol ,2011,Maruti
783,Mahindra Scorpio 2.6,Chennai,710000,81500, Diesel,2014,Mahindra
784,Mercedes Benz E,Kolkata,1948888,10000, Diesel ,2013,Mercedes
785,Tata Harrier -,Bangalore,2272499,22667, Diesel ,2020,Tata
786,Honda City -,Bangalore,626199,68519, Petrol ,2014,Honda
787,Tata Nano -,Bangalore,236099,64011, Petrol ,2015,Tata
788,Maruti Suzuki Alto,Bangalore,430499,13598, Petrol ,2021,Maruti
789,Maruti Suzuki Wagon,Bangalore,442799,47037, Petrol ,2014,Maruti
790,Hyundai Creta -,Pune,1373699,69711, Petrol ,2018,Hyundai
791,Hyundai Elite i20,Pune,589299,49189, Petrol ,2015,Hyundai
792,Maruti Suzuki Alto,Chennai,298199,18368, Petrol ,2016,Maruti
793,Tata Harrier -,Pune,1508799,16874, Diesel ,2020,Tata
794,Maruti Suzuki Eeco,Bangalore,473699,24484, Petrol ,2019,Maruti
795,Maruti Suzuki Baleno,Chennai,656299,20688, Petrol ,2019,Maruti
796,Maruti Suzuki Alto,Chennai,345799,24065, Petrol ,2016,Maruti
797,Hyundai Grand i10,Chennai,584599,22609, Petrol ,2018,Hyundai
798,Skoda Rapid -,Pune,786799,56523, Diesel ,2017,Skoda
799,Hyundai Elite i20,Chennai,624799,48031, Petrol ,2018,Hyundai
800,Hyundai Grand i10,Chennai,472399,45578, Petrol ,2016,Hyundai
801,Hyundai Fluidic Verna,Kolkata,408888,70070, Diesel ,2012,Hyundai
802,Hyundai i10 Magna,Kolkata,288888,28000, Petrol ,2015,Hyundai
803,Chevrolet Sail 1.2,Kolkata,198888,30030, Diesel ,2013,Chevrolet
804,Ford Endeavor 4X4,Kolkata,898888,25000, Diesel ,2011,Ford
805,BMW 3 Series,Kolkata,1148888,8000, Diesel ,2013,BMW
806,Chevrolet Spark -,Chennai,79000,53000, Petrol,2010,Chevrolet
807,Honda City -,Chennai,97000,68000, Petrol,2007,Honda
808,Hyundai Santro GLS,Pune,135000,58000, Petrol,2007,Hyundai
809,Hyundai Elite i20,Bangalore,687199,28648, Petrol ,2016,Hyundai
810,Hyundai i10 Magna,Bangalore,387099,59819, Petrol ,2015,Hyundai
811,Maruti Suzuki Baleno,Chennai,650599,19574, Petrol ,2018,Maruti
812,Tata Hexa -,Chennai,1705799,46337, Diesel ,2019,Tata
813,Volkswagen Polo -,Bangalore,526899,73563, Petrol ,2015,Volkswagen
814,Honda Jazz -,Chennai,612799,51428, Petrol ,2016,Honda
815,Maruti Suzuki Alto,Chennai,269099,95754, Petrol ,2016,Maruti
816,Tata Hexa -,Chennai,1952199,34533, Diesel ,2019,Tata
817,Maruti Suzuki Baleno,Chennai,646299,50154, Petrol ,2016,Maruti
818,Maruti Suzuki Celerio,Bangalore,425899,23492, Petrol ,2016,Maruti
819,Maruti Suzuki Celerio,Bangalore,496399,37739, Petrol ,2017,Maruti
820,Maruti Suzuki Celerio,Bangalore,393799,46178, Petrol ,2015,Maruti
821,Maruti Suzuki Baleno,Chennai,619599,42893, Petrol ,2017,Maruti
822,Maruti Suzuki Alto,Pune,423599,57875, Petrol + CNG ,2019,Maruti
823,Hyundai Venue -,Pune,831999,4832, Petrol ,2020,Hyundai
824,Renault Triber -,Chennai,695099,27805, Petrol ,2019,Renault
825,Hyundai Xcent S,Ahmedabad,390000,71000, Diesel ,2014,Hyundai
826,Toyota Fortuner 3.0,Chennai,1350000,140000, Diesel,2013,Toyota
827,Toyota Innova 2.5,Chennai,1350000,70000, Diesel,2014,Toyota
828,Honda City ZX,Chennai,250000,75000, Petrol,2008,Honda
829,Maruti Suzuki Alto,Pune,145000,57000, Petrol,2009,Maruti
830,Maruti Suzuki Vitara,Pune,980000,57000, Diesel,2018,Maruti
831,Hyundai Creta 1.4,Pune,980000,91000, Diesel,2018,Hyundai
832,Hyundai i10 Sportz,Nagpur,195000,86000, Petrol,2009,Hyundai
833,Maruti Suzuki Alto,Chennai,261499,68844, Petrol ,2013,Maruti
834,Honda Jazz -,Chennai,649699,37070, Petrol ,2017,Honda
835,Hyundai Grand i10,Pune,494099,20393, Petrol ,2017,Hyundai
836,Maruti Suzuki Alto,Pune,313399,22244, Petrol ,2017,Maruti
837,Toyota Fortuner -,Chennai,2122099,47024, Diesel ,2016,Toyota
838,Hyundai Elite i20,Chennai,552799,64707, Petrol ,2015,Hyundai
839,Ford Ecosport -,Pune,490099,52149, Petrol ,2013,Ford
840,Hyundai Grand i10,Pune,638599,11203, Petrol ,2017,Hyundai
841,Maruti Suzuki Alto,Pune,374799,18071, Petrol ,2015,Maruti
842,Hyundai Elite i20,Chennai,517499,81412, Petrol ,2016,Hyundai
843,Maruti Suzuki Swift,Chennai,553899,41912, Petrol ,2016,Maruti
844,Maruti Suzuki Swift,Chennai,579199,32516, Petrol ,2016,Maruti
845,Hyundai Grand i10,Bangalore,531999,41552, Petrol ,2015,Hyundai
846,Hyundai Grand i10,Chennai,496199,21790, Petrol ,2018,Hyundai
847,Maruti Suzuki Baleno,Chennai,659099,34010, Petrol ,2019,Maruti
848,Hyundai Elite i20,Chennai,534799,50050, Petrol ,2016,Hyundai
849,Maruti Suzuki Ertiga,Chennai,950000,2000, Petrol,2019,Maruti
850,Maruti Suzuki Swift,Nagpur,265000,71000, Petrol,2010,Maruti
851,Hyundai i20 Asta,Chennai,650000,52000, Diesel,2015,Hyundai
852,Maruti Suzuki Swift,Chennai,650000,35000, Petrol,2018,Maruti
853,Renault Kwid RXT,Chennai,290000,41000, Petrol,2016,Renault
854,Tata Indigo LX,Bangalore,74999,125000, Diesel,2003,Tata
855,Maruti Suzuki Alto,Bangalore,155000,85000, Petrol,2006,Maruti
856,Chevrolet Optra -,Chennai,69000,85000, Petrol,2005,Chevrolet
857,Hyundai Grand i10,Chennai,496199,21790, Petrol ,2018,Hyundai
858,Maruti Suzuki Wagon,Chennai,298599,75822, Petrol ,2011,Maruti
859,Tata Tiago -,Bangalore,490199,28589, Petrol ,2016,Tata
860,Renault Kwid -,Bangalore,422999,15883, Petrol ,2017,Renault
861,Hyundai Elite i20,Chennai,656399,63648, Petrol ,2016,Hyundai
862,Maruti Suzuki Vitara,Pune,688599,156931, Diesel ,2016,Maruti
863,Maruti Suzuki XL6,Pune,1113299,13829, Petrol ,2019,Maruti
864,Maruti Suzuki Baleno,Pune,608399,28361, Petrol ,2016,Maruti
865,Hyundai Grand i10,Chennai,587399,77960, Petrol ,2017,Hyundai
866,Maruti Suzuki Celerio,Bangalore,449699,33473, Petrol ,2015,Maruti
867,Maruti Suzuki Eeco,Chennai,464899,29052, Petrol ,2019,Maruti
868,Maruti Suzuki Alto,Chennai,302699,68041, Petrol ,2017,Maruti
869,Maruti Suzuki Baleno,Bangalore,583299,61361, Petrol ,2015,Maruti
870,Honda BRV -,Bangalore,877999,32218, Petrol ,2018,Honda
871,Hyundai i10 Magna,Chennai,398499,28579, Petrol ,2016,Hyundai
872,Hyundai Grand i10,Chennai,529399,51343, Petrol ,2017,Hyundai
873,Chevrolet Optra -,Chennai,69000,85000, Petrol,2005,Chevrolet
874,Honda City 1.5,Hyderabad,700000,86868, Petrol,2016,Honda
875,Hyundai Accent -,Chennai,79000,85000, Petrol,2002,Hyundai
876,Maruti Suzuki Swift,Chennai,390000,77000, Petrol,2012,Maruti
877,Honda City V,Chennai,950000,35500, Petrol ,2017,Honda
878,Toyota Glanza G,Chennai,725000,19942, Petrol,2019,Toyota
879,Hyundai i20 Sportz,Bangalore,439000,16000, Petrol ,2012,Hyundai
880,Renault Kwid RxL,Bangalore,422299,17357, Petrol ,2019,Renault
881,Ford Figo Aspire,Bangalore,589999,14517, Petrol ,2017,Ford
882,Maruti Suzuki Baleno,Chennai,661299,13517, Petrol ,2017,Maruti
883,Maruti Suzuki Wagon,Chennai,429099,42302, Petrol ,2017,Maruti
884,Maruti Suzuki Celerio,Chennai,389399,65783, Petrol ,2015,Maruti
885,Renault Lodgy -,Chennai,629799,138716, Diesel ,2015,Renault
886,Hyundai i10 Sportz,Bangalore,397299,43339, Petrol ,2013,Hyundai
887,Maruti Suzuki Ignis,Pune,546399,19526, Petrol ,2018,Maruti
888,Maruti Suzuki Alto,Bangalore,412999,25673, Petrol ,2016,Maruti
889,Maruti Suzuki Celerio,Chennai,402799,93304, Petrol ,2016,Maruti
890,Hyundai Creta -,Chennai,915699,94409, Diesel ,2019,Hyundai
891,Maruti Suzuki Celerio,Chennai,361499,66799, Petrol,2014,Maruti
892,Hyundai EON -,Chennai,357899,27339, Petrol ,2016,Hyundai
893,Renault Kwid -,Pune,475399,9095, Petrol ,2018,Renault
894,Maruti Suzuki Eeco,Bangalore,485299,21934, Petrol ,2019,Maruti
895,Maruti Suzuki Baleno,Bangalore,643599,51706, Petrol ,2016,Maruti
896,Honda City ZX,Dwarka,1069999,54000, CNG ,2018,Honda
897,Honda City ZX,GirSomnath,1069999,54000, CNG ,2018,Honda
898,Honda City ZX,Anand,1069999,54000, CNG ,2018,Honda
899,Hyundai i20 Asta,Chennai,255000,90000, Petrol,2009,Hyundai
900,Tata Hexa -,Muzaffarnagar,1500000,85000, Diesel,2019,Tata
901,Mahindra XUV 500,Jaipur,650000,89000, Diesel,2014,Mahindra
902,Hyundai Santro Xing,Jaipur,175000,45000, Petrol,2010,Hyundai
903,Honda WRV VX,Kolkata,735000,34000, Petrol ,2018,Honda
904,Maruti Suzuki Wagon,Pune,438199,31281, Petrol ,2018,Maruti
905,Honda City -,Bangalore,924599,46312, Petrol ,2019,Honda
906,Hyundai Elite i20,Chennai,664099,32989, Petrol ,2018,Hyundai
907,Renault Kwid -,Bangalore,462299,50599, Petrol ,2018,Renault
908,Honda Brio -,Bangalore,438499,26127, Petrol ,2016,Honda
909,Maruti Suzuki Vitara,Bangalore,680999,58118, Diesel ,2016,Maruti
910,Maruti Suzuki Alto,Chennai,393199,23534, Petrol ,2019,Maruti
911,Maruti Suzuki Baleno,Chennai,646799,58978, Petrol ,2018,Maruti
912,Maruti Suzuki Wagon,Pune,349999,33103, Petrol ,2014,Maruti
913,Maruti Suzuki Eeco,Bangalore,419599,14600, Petrol ,2018,Maruti
914,Maruti Suzuki Baleno,Pune,585099,26049, Petrol ,2016,Maruti
915,Ford Freestyle -,Bangalore,627799,33895, Diesel ,2018,Ford
916,Volkswagen Polo -,Bangalore,520799,32893, Petrol ,2017,Volkswagen
917,Maruti Suzuki Swift,Chennai,410199,61717, Petrol ,2013,Maruti
918,Maruti Suzuki Wagon,Chennai,404399,82334, Petrol ,2017,Maruti
919,Hyundai Verna -,Chennai,682799,87381, Petrol ,2017,Hyundai
920,Land Rover Range,Chennai,4490000,51000, Diesel,2017,Land
921,Honda City ZX,Delhi,150000,85000, Petrol,2008,Honda
922,Porsche Cayenne Select,Mumbai,3300000,38000, Electric ,2011,Porsche
923,Toyota Innova 2.5,Bangalore,1175000,210000, Diesel ,2013,Toyota
924,Maruti Suzuki Ciaz,Bangalore,975000,24200, Petrol,2019,Maruti
925,MG Motors Hector,Trichy,2000000,28000, Diesel,2021,MG
926,Mahindra Bolero ZLX,Trichy,535000,135000, Diesel,2012,Mahindra
927,Ford Ecosport -,Pune,1045799,34642, Petrol ,2019,Ford
928,Maruti Suzuki Swift,Chennai,410199,154104, Petrol ,2013,Maruti
929,Maruti Suzuki Alto,Chennai,297299,61826, Petrol ,2016,Maruti
930,Tata Nexon -,Pune,980199,44751, Diesel ,2018,Tata
931,Honda Jazz -,Chennai,794299,5183, Petrol ,2019,Honda
932,Maruti Suzuki Swift,Pune,411899,136082, Diesel ,2012,Maruti
933,Maruti Suzuki Celerio,Chennai,557399,5817, Petrol ,2019,Maruti
934,Hyundai Creta -,Pune,896099,99138, Diesel ,2015,Hyundai
935,Honda Jazz -,Pune,637699,27936, Petrol ,2016,Honda
936,Maruti Suzuki Alto,Chennai,254499,39845, Petrol ,2014,Maruti
937,Maruti Suzuki Eeco,Chennai,457699,15615, Petrol ,2019,Maruti
938,Honda Brio -,Chennai,361599,53158, Petrol ,2012,Honda
939,Maruti Suzuki Baleno,Pune,675799,16002, Petrol ,2019,Maruti
940,Maruti Suzuki Wagon,Pune,389499,31133, Petrol ,2015,Maruti
941,Maruti Suzuki Baleno,Bangalore,625599,20172, Petrol ,2016,Maruti
942,Volkswagen Polo -,Bangalore,686999,69653, Petrol ,2013,Volkswagen
943,Maruti Suzuki Celerio,Trichy,425000,75000, Petrol,2015,Maruti
944,Renault Pulse RxL,Trichy,350000,132000, Diesel,2012,Renault
945,Skoda Rapid 1.5,Trichy,560000,84000, Diesel,2014,Skoda
946,Maruti Suzuki SX4,Trichy,250000,147000, Petrol,2007,Maruti
947,Hyundai Santro GLS,Uttarpara,90000,61000, Petrol,2008,Hyundai
948,Hyundai i10 Era,Delhi,200000,56000, Petrol,2012,Hyundai
949,Mahindra KUV100 K4,Chennai,325000,108000, Diesel,2018,Mahindra
950,Hyundai i20 Era,Chennai,620000,55000, Diesel,2018,Hyundai
951,Volkswagen Ameo Comfortline,Chennai,519699,26023, Petrol ,2017,Volkswagen
952,Maruti Suzuki Alto,Chennai,324599,19805, Petrol ,2018,Maruti
953,Maruti Suzuki Alto,Chennai,340199,41365, Petrol ,2017,Maruti
954,Ford Ecosport -,Chennai,693999,90001, Diesel ,2017,Ford
955,Hyundai EON Era,Chennai,310999,45285, Petrol ,2016,Hyundai
956,Maruti Suzuki Ciaz,Bangalore,722199,42441, Petrol ,2016,Maruti
957,Maruti Suzuki Celerio,Bangalore,485099,24342, Petrol ,2016,Maruti
958,Maruti Suzuki Dzire,Chennai,614999,14308, Petrol ,2017,Maruti
959,Maruti Suzuki Vitara,Pune,1061399,32456, Diesel ,2018,Maruti
960,Maruti Suzuki S,Pune,879699,58448, Diesel ,2018,Maruti
961,Maruti Suzuki Ertiga,Chennai,755199,86576, Diesel ,2016,Maruti
962,Ford Ecosport -,Bangalore,816399,50421, Petrol ,2018,Ford
963,Maruti Suzuki Eeco,Chennai,414299,26035, Petrol ,2017,Maruti
964,Tata Tiago -,Chennai,476299,23499, Petrol ,2018,Tata
965,Maruti Suzuki Baleno,Chennai,572599,25636, Petrol ,2016,Maruti
966,Kia Seltos -,Bangalore,1644799,15023, Petrol ,2019,Kia
967,Mahindra Jeep CL550,Kochi,440000,250, Diesel,2020,Mahindra
968,Volkswagen Vento Highline,Pune,575000,66000, Petrol,2015,Volkswagen
969,Toyota Innova 2.5,Bangalore,880000,85000, Diesel,2015,Toyota
970,Kia Carnival -,Chennai,1500000,50000, Diesel ,2020,Kia
971,Hyundai Creta -,Chennai,1000000,12000, Petrol ,2021,Hyundai
972,Chevrolet Beat -,Chennai,86000,56000, Petrol,2011,Chevrolet
973,Maruti Suzuki Wagon,Chennai,89000,53000, Petrol,2010,Maruti
974,Tata Nano CNG,Mumbai,90000,28000, Petrol,2014,Tata
975,Maruti Suzuki Alto,Bangalore,352199,22584, Petrol ,2015,Maruti
976,Maruti Suzuki Baleno,Bangalore,566899,22394, Petrol ,2017,Maruti
977,Maruti Suzuki Dzire,Chennai,650699,93563, Diesel ,2017,Maruti
978,Maruti Suzuki Eeco,Chennai,413399,10537, Petrol ,2017,Maruti
979,Ford Ecosport -,Chennai,645799,81515, Diesel ,2016,Ford
980,Jeep Compass -,Chennai,1551499,24676, Diesel ,2017,Jeep
981,Maruti Suzuki Alto,Pune,333699,11917, Petrol ,2017,Maruti
982,Maruti Suzuki Ertiga,Pune,811799,69654, Diesel ,2016,Maruti
983,Maruti Suzuki Alto,Pune,406899,16226, Petrol ,2017,Maruti
984,Ford Ecosport -,Pune,727299,8925, Petrol ,2018,Ford
985,Honda Jazz -,Bangalore,657399,27819, Petrol ,2016,Honda
986,Hyundai Grand i10,Bangalore,637599,26543, Petrol ,2020,Hyundai
987,Maruti Suzuki Dzire,Bangalore,623799,90088, Petrol ,2017,Maruti
988,Maruti Suzuki Eeco,Chennai,422899,34258, Petrol ,2018,Maruti
989,Hyundai i20 Active,Chennai,576099,101744, Petrol ,2015,Hyundai
990,Jeep Compass -,Pune,1987699,19830, Petrol ,2019,Jeep
991,Ford Ikon -,Chennai,39000,73000, Petrol,2007,Ford
992,Hyundai Grand i10,Dhanbad,475000,38000, Diesel,2019,Hyundai
993,Mahindra XUV 500,NaviMumbai,450000,87500, Diesel,2012,Mahindra
994,Maruti Suzuki Ertiga,Nagpur,650000,91000, Diesel,2014,Maruti
995,Maruti Suzuki Ritz,Nagpur,326000,76000, Diesel,2012,Maruti
996,Tata Indica Vista,Nagpur,170000,80000, Diesel,2011,Tata
997,Maruti Suzuki Eeco,Delhi,250000,70000, CNG,2013,Maruti
998,Maruti Suzuki Alto,Bangalore,88000,85000, Petrol,2007,Maruti
999,MG Motors Hector,Pune,1652199,13636, Petrol ,2019,MG
1000,Hyundai Venue -,Bangalore,1217499,21393, Petrol ,2019,Hyundai
1001,Hyundai Creta -,Pune,1198299,76915, Diesel ,2017,Hyundai
1002,Hyundai Grand i10,Chennai,590799,16300, Petrol ,2018,Hyundai
1003,Hyundai Elite i20,Pune,844999,40106, Diesel ,2019,Hyundai
1004,Renault Kwid RXT,Bangalore,328499,66461, Petrol ,2015,Renault
1005,Hyundai Creta -,Pune,769599,48182, Petrol ,2016,Hyundai
1006,Hyundai Elite i20,Bangalore,654299,41816, Petrol ,2017,Hyundai
1007,Hyundai i20 -,Chennai,395699,73841, Petrol ,2012,Hyundai
1008,Renault Kwid RxL,Chennai,294799,19908, Petrol ,2016,Renault
1009,Hyundai Elite i20,Chennai,534499,26226, Petrol ,2018,Hyundai
1010,Maruti Suzuki Baleno,Chennai,681399,43287, Petrol ,2016,Maruti
1011,Datsun Redi GO,Bangalore,415699,26527, Petrol ,2018,Datsun
1012,Maruti Suzuki Alto,Bangalore,300199,37801, Petrol ,2017,Maruti
1013,Maruti Suzuki Vitara,Chennai,856699,54044, Diesel ,2017,Maruti
1014,Ford Figo Aspire,Pune,481399,29632, Petrol ,2017,Ford
1015,Mahindra Xylo D2,Trichy,375000,115000, Diesel,2009,Mahindra
1016,Maruti Suzuki Eeco,Trichy,525000,13000, Petrol,2020,Maruti
1017,Maruti Suzuki Swift,Delhi,550000,42000, Diesel,2018,Maruti
1018,Hyundai i10 Magna,Bangalore,229000,65000, Petrol ,2014,Hyundai
1019,Maruti Suzuki Alto,Bangalore,275000,60000, Petrol,2014,Maruti
1020,Jeep Compass Limited,Mahasamund,1750000,31000, Diesel ,2017,Jeep
1021,Jeep Compass Limited,Bilaspur,1750000,31000, Diesel ,2017,Jeep
1022,Jeep Compass Limited,Jagdalpur,1750000,31000, Diesel ,2017,Jeep
